text;polarity
@Mary___says no te voy a criticar por subir un video desagradable, pero te invito a que vayas a Cuba y te quedes un tiempo a ver que tal ;-1
@HawkersCo @Hawky_  #NecesitoElViajeAAndalucia bueno si un tal premio al mongol o algo así, pero eso era malo ;-1
@Rachel_Green_ Sí! El escenario MUWI Revellín es gratuito y abierto al público ;1
@FantasyLaLiga Hola no se actualiza clasificaciones y lo que es peor, el mercado está vacío desde hace tiempo ;-1
me voy a quedar afónico de tanto hacer guturales con fiebre ;-1
@Gabi_Herranz @KNekro La promocion solo es para los que no saben como gestionar un canal por si mismos al fin y al cabo, la via rapida ;-1
@Gabi_Herranz @KNekro yo se lo dije 10 veces ya, pero el me sigue teniendo ese pequeño odio... es comprensible, siempre le caere mal ;-1
aquí escuchando el soundtrack de mamma mia con la ex dancing queen de maría ;10
@mrswxllace tres tristes trokistas pican piedra en un gulag ;-1
que te echo de menos cosa chicaa!  https://t.co/9QIk0GIVzO;-1
@vinagreando tendremos que probarlos y de paso hacer alguna video receta chicos  @cocinadeenloqui;10
@sandyxyxx es lo que tiene Amazon  a uno que conozco le llega el Lunes, siéntete afortunada ;1
@gloriatn -felicidades!!! 🎉 -sales genial en tu icon -no te conozco casi nada- ;1
@kurokatze_ si es eso  pero bueno yo que se cada uno tiene sus gustos porque xd amiks;10
Eso si, soy una persona MUY irónica y me gusta muchísimo el humor muy así ;1
@HormigaZYT Como sé que eres un flipado y no vas a cambiar, enmarca esos defib kills, así tienes el unico award que enseñar a @edureus94 ;-1
@kurokatze_ yo nunca la he podido ver entera porque literalmente me duermo ;-1
@Luis_Callejo Hola Luis!! Vendrás a Barcelona a promocionar #TardeParaLaIra ?? Un abrazo crack y feliz día! ;1
Ese momento en el que no tienes megas para ver el video y en casa de tu padre no hay wifi  #MamaHeAsesinadoAMiNovia;-1
@lejosdelmarfilm @VeronikaMoral Verónika es una gran actriz y sobretodo una maravillosa persona!! Deseando verla ahí!! Besos! ;1
Estoy preparando un montón de ideas muy chulas para el canal  poco a poco iremos subiendo el nivel y la calidad de los vídeos ;1
El día 2 tengo los exámenes, suena lejano pero es la semana que viene jajaxd ;1
@intomyhoran casi todo tiene manteca de cerdo, las gominolas(tristemente) no son lo único ;-1
@ManuelIzquier14 en septiembre limitan el horario de toboganes pero las piscinas siguen abiertas hasta noviembre ;1
@michellecrecida y las galletas? Buenos días Michelle ;10
Buenos días @ainhoa_mallo  Y que podamos contarlo ;1
Buenos días, esto va en serio....primer día de curro..... #FelizMartes!! ;1
Ultimamente estoy comiendo muchos macarrones... gracias Señor @marianorajoy sin ti esto no sería posible ;-1
"Xenomorfos imprimados y a apenas seis horas de ""Mankind Divided"". ¡Menudo día! ";10
@Duke_apologia ? Este Tweet no está disponible. dice q el link no existe ;-1
@tifuho ¿una funda asustadiza? Y su función...¿sobrevivir para luchar otro día?  ;10
@LetInNeverlxnd se nos queda pequeña, sólo 300 de aforo ;-1
@sitgesfestival Genial!! Vendrá @RachelNichols1 ?? Saludos y buen día! ;1
@nenina74 @CrisLaLider no estoy de acuerdo, las cicatrices siempre recuerdan dolor, sufrido o provocado ;-1
@elPachinko ¡De nada! Me gustó mucho ese paseo alternativo por otro Gante ;1
@vegetta777 @WillyrexYT @bysTaXx  que tal en el concierto  os lo pasasteis genial?;10
@Rubiu5 cuando diras los ganadores   PD:buenos dias que tengas un lindo day;1
@hundredrooms @ohmyworld_es Qué chulada! Mola mucho el post, chicas! ;1
@bekiaes También es el cumpleaños de la preciosa actriz @luudelafuente !! ;1
Ayer iba a probarme el cosplay de Nozomi chico y verme los primeros caps de Diamond no Ace... y no pude ;-1
@Neinyatta A mi el de Babe me gusta mucho, y si no sesderma creo que va muy bien ;1
@MarioEM_95 aún le queda un poquillo, pero por supuesto. Aunque tengo lista de rivales pendientes ;0
@CharlieReckless llévame a tu casa, la otra vez blastoise y hoy dragonite ;10
@Albert_Rivera @PatriciaReyesCs @europapress  Y el contrato único va a ser posible?  Gracias por la respuesta Bnxes ;10
Los canales de Latinoamérica como Andrés Navy, Extraordinerd o The Top Comics tampoco están nada mal, hay muy buen material ;1
@agarzon por cierto, felicidades  Gran noticia.;1
Hoy es el cumpleaños de lo más molón de La Hoya ¡Felicitad todos a la bonica y maja de @IrlesEva! ;1
@doctorgaona Es intrigante la autoexploración de los estados de consciencia a través de un espejo, de la mano de un pionero como Gaona ;1
@Lakarcel @pimpsokzio ya me lo llevé la semana pasada, pensaba que seríais los primeros en darme, jo ;10
@ULPGC hola   ¿me podrían seguir para hacer una consulta por Mensaje Directo? Muchas gracias;10
Vale, pero creo que tendre un pequeño problema No se si podre tener las llaves el piso para las fotos https://t.co/WOvpvT0I7s;-1
@erlik imposible  he tenido un par de horas libres solo. ¡Ha sido una visita fugaz!;-1
De las pocas veces que hablamos por skype me pareciste una grandísima persona ;1
@AgnesFL1984 Pues tuvo que ser al ponerme el pijama pq últimamente uso vestidos largos. Tengo un ronchón considerable ;-1
@chiscoyo hombre!  Yo siempre y con la gente que me cae bien claro, con los que me caen mal ni agua  Muacc;0
He vuelto a escuchar Orishas 5 años después y es maravilloso ;1
Estoy pasando por una cuerda fina de inestabilidad emocional a gatas ;-1
A ver que asi a lo tonto me quedan solo 2 dias en Galicia. ;0
Como apruebe (o si suspendo pero paso) voy a montar una fiesta y no pararé de beber hasta k mi hígado reviente ;1
Os ha dado por un tweet mio del 16 de agosto a la hora de dormir cabrones, tendré que silenciar el movil ;-1
acabo de hablar con alba y ya esroy un poquito mejor ;1
@landscps pues imaginate en una casa muy grande ;0
vale acabo de ver algo muy desagradable gracias cris y buenas noches ;-1
@relatosgregorio Gracias a datos como esos, hoy día tenemos un mejor catálogo sísmico con datos históricos ;1
@hyrulen @PartidoPACMA Claro, es que es muy común que en los pueblos no los tengan en pisos, los llevan a la huerta y los tienen solos ;-1
@sammyriotmars Cierto  qué bonico es darles otra vida a los libros;1
@LoraInThePanda @_girlpride_ @Sorendix lo mas gracioso es que diciendo esas cosas solo fomenta aun mas el odio hacia el feminismo ;-1
@OscarBV96 tio que depresión. Pero no pasa nada, el amor lo soluciona todo ;1
@wilma_lorenzo No dobles las esquinas! 😱😱 Pon post-its!, se queda más cuqui  https://t.co/DFKQaseaNA;0
@SlaveofJavier, experto en hacer reencuentros inolvidables since 1994 ;1
@JohanaGonzalezD y mi pobre hija tragando, no es justo ;-1
@antobosca ah vale, jo Boski yo quería jugar contigo ;10
Que entro al youtube i casi tots los videos son de haul material escolar i pos mira ;10
Me gustaría arreglar tantas cosas pero no puedo arreglar ninguna y es muy frustrante ;-1
Se viene pelea y de las fuertes entre Willy Toledo y el Pequeño Nicolás #HableConEllas;1
#TrendingEstreno mi artista favorito es @LEONBENAVENTETW para ver en el @dcodefest  @Los40Trending;1
@ElviraChas #WillyToledo diciéndole a la cara las verdades de #HableConEllas. El primer entrevistado que se atreve a hacerlo en directo ;1
Os imagino tal que as - oye tío digamos que somos aliados para follar más jeje - venga tío,va a ver si cuela ;10
@rabiekhd jajajajajaja me meo que yo tengo mi novio y él tiene su novia y estamos los dos contentos ;1
@RanLuna13 Ambientado también en Italia, es una comedia sobre una serie de parejas y entuertos, con honor, clase social y mucho humor ;1
"@virginiadlp ahora es cuando tomo mis notas y comienzo a hacerle preguntas a mi nueva ""hija"" ";10
Se acabo lo bueno no tardes en volver  hasta el año que viene;-1
@rabiekhd @Omr_dh nos hemos conocido hace unos cuantos años y claro surgió el amor ;1
me pone muy nerviosa que la gente no entienda que A VECES PUEDO BROMEAR ;-1
@Juanjok Mira q me gustaría, Juan, hablar contigo con emoticonos, pero está visto que ntros móviles no son compatibles! ;0
@lol_spain ¿cuándo son los próximos partidos? ¿Dónde esta el calendario? Gracias ;10
@Ricky_XCX @AikoLeru Gracias!! ^-^ Que pena  Pero a la próxima será 👍;-1
@jose97angel ay, ayer cuando lo publicaron y lo vi me entró un sentimiento más grande por dentro...   ;0
OMG esta no he acertado, premio para Calvin que tampoco está  1 de 2 aciertos #VMAs;-1
@Alex_Yazawa a mi me parece entretenida pero ojala oudiese acceder a las comunidades inglesas ;-1
@ZoeStrange es que Nacho está haciendo una cadena graciosa ;1
@MrPlayforlive Para ser un filler tiene bastante chicha... XDD, si es muy bueno entra al Olimpo con el Duel, los 2 mejores filler ;1
El principio ha sido súper iconic pero con tanto movimiento iba muerta la pobre  #VMAs;0
@rafaMartos_ @IsraelGV2 cari pero ha sido la parte dance, después vendrá la parte vocal ;0
¡Gracias a ti @cesartgil! Que tengas una buena tarde  #FelizLunes;1
[INFO] IGOT7, no hemos comprartido nada sobre los ISAC porque no esta permitido hacerlo hasta la emisión, haced lo mismo hasta entonces ;-1
@SweetSuricata me pasaba igual xD, de todos modos el control de NiOh no me gusta nada ;-1
@dafnedelray me siento very important jeje no en verdad no, esto es una mierda ;-1
VALE YA FUNCIONA ALELUYA he tenido que cambiar el boton de la palanza derecha, por el de la izquierda q estaba roto ;1
@hyrulen @PartidoPACMA Tu no tienes familia con huerta y perros no? Los tienen en unas condiciones estupendas ;1
@Tu_PS4 @ComunidadFF Pues perfecto, una buena cerveza entra siempre bien ;1
@pandeliria @eltuitdrink Bien! Yo no se que tiene el mundo en contra de la tercera generación  Mi fav es la primera pero merece la pena.;1
Sólo la Karlita me entiende y me da buenos consejos ;1
Voy a dejarme crecer las cejas a tope en plan naturales porque ;10
y llegoo @dominguezja para ponernos a gemeliers!! besos desde Motril  @canalfiesta;10
@pau__27 Pero es una alegría ver toda la gente que ha salido en defensa de los clásicos y la cultura, estoy gratamente sorprendida ;1
@Belunitaaa algúno subiria acongojado por los precipicios ;-1
🌼 evan peters 🌼 -casi siempre me equivoco y pongo evans peter -dejadme -es muy sdasldjalsk;-1
Me  he acostumbrado tanto a ver vídeos de @WildHater  pelirojo que veo  los suyos antiguos  y es como ;0
@polux_prm Impresionante. Una pena que hoy no pueda hacer una foto del atardecer.. P.d Gracias guapiño ;-1
@valabina @kuluska y como ya sabemos todos el amor no solo es ciego sino que no entiende de criterio musical ;-1
@Carter1628 Claro. Tengo mazo de ideas para este último cuarto de año ;10
@gallifantes @trinitro @esparver Ese és un fallo grave. No he podido darle un vida plena ;-1
@angstiness tienen muchos problemas de espalda, rodillas y tobillos  pero solo compiten hasta los 22 o así. Con 22 ya eres viejo.;-1
@Jorge_LBU estamos enamorados y a veces me hace daño porque se va a chupar culo de otras perras y no me dice nada  #crisis;-1
@y2konya justo esta mañana no ha podido insultarlos porque estaba en comisaria AMPLIANDO LA DENUNCIA POR ACOSO ;-1
la jardi y yo estamos aburridas pa cuándo vienes?  @Parsimonyan;-1
@r_falque bueno, a veces es lo único que tengo, y hay algunos que merecen la pena ;1
Por fin mis amigos me empiezan a visitar en mis destinos de trabajo, solo han tenido que pasar 5 años!!!! (Bueno en Guada tb tuve  );1
mi espalda esta bien chicos no os preocupeis P espero que el juicio sea lento y me libre de la carcel https://t.co/TBkC1vIvOO;1
@FaranduleroYo Jo  no me parece bien porque se va a ir Yessica a la primera, pero bueno al menos ha llegado al TOP8, no la esperaba aqui.;-1
@montse_garcia  habrá que acompañar la temporada seguramente exitosa de James con un recordatorio frecuente a tu descomunal trabajo ;1
@JohanaGonzalezD es la mejor y la peor a la vez. Yo la quiero de vuelta, no me la pueden quitar así con otro cuarto puesto en Río ;-1
@LittleWhore666 casco viejo, al final de somera ;10
@Currina_ pues no, algunos lunes son maravillosos...por ejemplo el de hoy! 😜 Hasta mañana! ;1
Oie , adoro mi cuenta , llena de cosas bonitas ;1
@iriswextallen pues estarán viendo una serie diferente que tú y yo oye porque no hay absolutamente nada entre esos dos ;-1
Me encanta estar así de feliz...ojalá y esto toda la vida!!! Buenisimas noches  Gracias, te amo @juanjoatleti 😙😘;1
@mariio97 2 asistencias me han faltado para el triple doble ;-1
Hoy ha sido un día duro, y me he pillado un dedo con una puerta y me duele mucho  pero se me pasa sabiendo que mañana veo a @ManuDrugs 💚💚;0
Libros que enganchan desde la primera página y hacen que el tiempo vuele....! Buenisismas noches ;1
En fin me voy a dormir dadme unas buenas noches bonitas por MD ;0
@dime_quefuedeti Tod@s deberíamos llevar en nuestro día a día, está frase, ya q tod@s somos inmigrantes en algún lugar. ;0
@Laura_Jovi pues Floki será el siguiente  Muchas gracias por haberme ayudado ;1
@tenistachanel @100 si haase hace otro set y janowicz el over. Me voy a estar acordando del puto chino toda noche...... ;-1
Decidle a los de spoti que vuelvan a poner la versión acústica de Creep  @radiohead;10
Lo borro y lo rehago ;-1
Es que es de los abiertos y no lo puedo llevar a clase porque no pudo dejarlo en el asiento que se cae todo ;-1
@aberron Al final lo acabaremos pagando los consumidores ;-1
@aladroqe Quizás es porque también hay pocas personas de esas profesiones involucradas en la poítica, y si mucho burócrata ;-1
@cafelluvia Bonito rincón  ¡Qué ganas de ver la nueva web!;1
tengo súper ganas de comerme un peaso de ciego que flipasss pero la cosa es con quién pq nadie quiere beber ;-1
@KILLYTokio ¡artista! Muchas gracias por ayudarme a dejar el libro bonito ;1
@Heikki_360 Vale Lo he probado hoy y me parece muy bueno... veré tus vídeos ;1
me he tenido que poner unos calcetines porque siempre tengo los pies frios y me pone triste calcetines en verano ;-1
De que color cojo las plumas de mis nuevas flechas??? ;10
@JaviviCGT poco pero intenso  estoy por pirarme un día a sevilla con el Mario;0
Buen viaje a todos los cod players que van mañana a bcn pasarlo bien y disfrutarlo que yo no puedo ;1
Manuel Carrasc -Uno x Uno me gusta -Vale -Ok -ta luego maricarmen -no me gusta pero, vamos a decir que lo respeto -me se canciones;10
No puedo poner el insta histories ese raro  alguna ayuda?;-1
@CdeCiencia Bueno, el frío es lo de menos, siempre te puedes poner un buen abrigo ;1
tío pero el final es una mierda me ha dado muchísima pena de verdad pero bueno no hago spoiler pero pf ;-1
Quiero que en mi foto de carné en lugar de una fotografía de mi cara me dejen poner un emoticono de carita triste ;-1
Sabía yo  qué triste nadie me hace caso;-1
Pensaba que iba a morir en la carretera volviendo de la playa pero he vuelto a Sevilla sano y salvo  vaya tela;-1
@marcasgz menos mal que no has dicho escuchal 😂😂😂😂😂 #enlacabezaNo #loSiento ;1
Se busca KAORI para el sábado del salón de MURCIA  en noviembre No quiero ir de Kousei sola   RT pls https://t.co/hd3o4xOqGH;-1
@LahoraALT @asidesastre @molo_cebrian @CriadoEnterado me faltó @p8ladas y eso que estoy deseando escuchar sus viñetas musicales y lo sabe ;0
@GuzmanNavarro08 @SaezManu10 plan C de capullos mejor ;-1
@GreenParadise_ siiiiii tío  el viernes te invito a una litro jurao;1
Estoy en una montaña rusa emocional en la que pilotan mis ovarios. De putis ;-1
No hay nada más bonito q separarse d una persona y q al tiempo t diga q t echa de menos... pero a mi no m va a pasar ;0
@__beatriizzzz fresquita... lo único malo fue que nos quitaron el banco bueno ;-1
Y en mi momento de alta autoestima/ego, les puedo asegurar que mi sonrisa se contagia  (en persona, obviamente);1
@ReyBultos sabes que eso no es así ;-1
Estoy pensanfo seriamente ir mañana a Bilbao de caza y de compras Ohhh wait pero si yo no salgo de casa;0
Ojala yo presentándome para el concurso de shawn pero como vergonzosa se nace y  seguro que no me dejan participar pues aqui estoy ;-1
@Sandrarammos dio que dice po que me hable si yo soy un libro abierto me puede habla pa conocerme quien quiera ;0
Cuando le he dicho a la bollo que estoy morena se ha reído en mi cara ;-1
@aquilatiki no tengo  pero en iphone esta la app tubex que te deja salirte y seguir escuchando canciones y se pasan solas;1
@camille_blonde_ @yasmi_mendeguia lo tengo desde los 14 años juntos 32 casados 30 y yo me derrito si se acerca y el se desvive por k este ;1
@RaulMJimenez_ @EdgarCabreraG siiiii, y de nuevo estoy en lista para ir al programa. Y luego el concierto de OT ;1
@cyboruga a mí me pasa a veces igual, prueba que te lo cambien o algo  es que a mi me lo cambiaron hará unos meses porque antes no iba NÁ;-1
@SATU_9R @LaF1es No, pero dejarte la piel, ir 7º y descartar los puntos sí. Lee el text Carlos nos lo explicó muy clarito ;0
@ReinaDeLosGatos mira el hilo, que está explicado  es el primer planeta (b) de la estrella Próxima Centaur Próxima Centauri b;10
@OmegaESP estaría a un paseo en tren de Madrid, y tendría findes largos cada dos semanas... ;1
"@TheLordOfKai por eso he dicho ""casi"" como método sutil de aproximación ";0
"Pablo continúa su hilo, imprescindible. Luego haremos crowfunding entre todos para hacerle un ""Medium""  https://t.co/pGJQvxKY6r";10
Me habría gustado hacer alguna de las de los Targaryen pero como están  en paradero desconocido pueh no hay imagenes buenas de ellas y ;-1
@cangasdeonis_ @lavuelta Muchas gracias! Un placer conocer un pueblo tan precioso ;1
🌼 severus snape 🌼 -pobresito -nunca le odié, me parecía muy estricto e injusto pero sabía que algo pasaba...;-1
@lour_14 @CelopanYT Ojalá, aunque la posibilidad es tan pequeña ;0
@ImFebrer no me hagas daño  @xSeth_Army que cruel jajaja habría q verlo ^^;-1
@Javiturpeiro Tanto, que hace más de dos años ya que lo dejé y aún no me he atrevido a tener nada estable con nadie. Me da cosita... ;-1
@nmlss777 ojalá lo hubiera podido hacer negro ;-1
@seelphy Genial!! Será la última parada antes del estreno en salas ;1
ojalá justin subiendo una foto comiéndose la boca con sofía para que os den por culo a todas ;-1
Tengo ganas de hacer un stream muy especial.. Un 24horas pero con un objetivo... ;1
@goetha Jajaja ahí tenemos gustos diferentes pero así tb se puede hablar de todo  #TonyYSorayaEnMalaga;1
Alba Carrillo como buena modelo haciendo gala de su profesión en la entrevista a Willy Toledo  #HableConEllas;1
quién se viene conmigo mañana a beber a embarca ?? ;10
Un hastag por un buen motivo, dadle a tope venga  #demoslelavuelta;1
@C3466003565 Cracias Cristina todo lo que me dices es una bendición tienes que ser paciente y veras como llega el milagro solo asi,ten Fe ;1
Al final la triatlón ha salido pero por pura tozudez ... 7:07 de esfuerzos, mi estado es de reventado para arriba ;0
@Spaniart En cuando era pequeña y bailaba en mi pueblo descalza con un vestido  ¿Tu?;10
Creo que mi amor platónico de tw es gay y me acabo de poner tan triste ;-1
@Carlotayoutube me acabo de poner mala y mañana es la quedada en Málaga  ojalá recuperarme antes de la quedada♥;-1
@kiwiliberal confundes conceptos, este es el nivel, medidas sociales ≠ socialismo. Buenas noches que mañana se madruga ¿o no? ;-1
@SuperPaperEnder Lo habrías hecho con o sin mí ;0
@rushsmith se que no me vas a leer pero si pudieras decirme a que hora coges el ave mañana me harias muy feliz. No he podido verte hoy ;-1
@Currice se que no me vas a leer pero si pudieras decirme a que hora coges el ave mañana me harias muy feliz. No he podido verte hoy ;-1
@RoEnLaRed se que no me vas a leer pero si pudieras decirme a que hora coges el ave a mañana me harias muy feliz. No he podido verte hoy ;-1
Estoy poniendo fotos a lo loco porque no tengo las mias Pero no va tan mal...😏 https://t.co/uk0YcK18NU;1
"Y cada vez que lo digo no puedo evitar pensar que si no le hubiera ""prestado"" 650€ a ese, ya tendría una de puta madre  whatever";-1
@AntimadridVCF Si juegan bien, pero no saben chutar, estamos apañados.  Ninguno sabe chutar a gol en el Valencia?;-1
@PGimenezFuentes @CiudadanosCs paso, paso de tener que definir que es o no es una ostia, que por ahi te escaqueas ;-1
Os lo pido por favor en serio, es muy importante para mí  🙏 https://t.co/STUwLW8brK;0
Mandame mensajes de amor que me quiero sentir querida al despertarme que estoy muy sad ;-1
Y venga, cuando os veáis sin un puto duro, acordarse de mi guapis ;-1
Parafraseando a Salomó Es mejor perder a tu hijo a que lo partan por la mitad ;0
Clásico día donostiarra para quedarse en casita con el fútbol #Donostia #Fútbol ;1
gente d madrid fav aqi y os hablo, qiero conocer a gente nueva ;0
@PaddockGPWorld @miquelliso ¡Permiso ninguno, por favor! La foto es de Miquel, y yo encantado de poder verla en mi timeline ;1
@dani_xelcox la parte de acción se me hizo muy pesada. Pero los momentos bonitos son muy bonitos ;0
Rivera y Rajoy no han pactado que Nivea vuelva a lanzar pelotas de playa desde una avioneta, como cuando era pequeño. Nos vemos el 25D ;-1
@carlosmoreno_ch claroooo o a varios solo que ya les vale ... PSOE roto etc ;-1
Como la gente siga siendo aburrida les mandaré a la puta ;-1
@JPelirrojo me encantan los VAPES gracias por estar ahí todos los días y alegrarnos ;1
Esta noche nuevo #Directo de #Battlefield3 en el canal. Podreis proponerme armas con las que jugar para putearme  https://t.co/tYEGhzkZy4;10
@yddeon la Universidad es fácil porque estudias lo que te gusta JAJAJAJAJAJAJAJAJAJAJAJA ES TODO MENTIRA;-1
@_cuteresa Son dos frases. La una complementa a la otra. Así se entiende mejor ;1
@bryantorresFSH @uby77 claro bryan es otra cuestión del tema ... Si abres más días alquiler más caro . ;0
@veronik87mlg algunos callaos pa que no nos digan reventaores la Yihad! ;10
Pues me han metido un buen repasito en la final de hoy del torneo de Liga Playstation jejejeje se notan las vacaciones ;-1
El solo que hace Rosendo en Flojos de Pantalón es Flipante!!! ;1
@PapelitoRojo @pedrojcases no me lo como, solo muerdo y estiro  y si llevo las cutículas bien, no lo hago, ahora están top ;0
@kriisvlc @informativost5 @telecincoes Noooo estamos todos en Lucena, q miedo ya no se puede estar tampoco tranquilos en la playa  ;-1
@Charmimedicen A gente tonta es dificil acostumbrarse ;-1
@gemacorga podéis pasar gratis para la siguiente temporada ;1
@rafalasa @ruestern @Eleder_ Pero si los waitos ya estáis aislaos! ;0
¿Alguien es tan amable de ir a hacerme la compra mañana? Estoy de un bajón y de antojos que… https://t.co/Z5qC6TIOBC;-1
Pues esperando al señor @DarkFabio666 para la caza de pokemon nocturna me hallo ;10
Yo solo quiero a alguien que odie A7x conmigo ;0
@MaiteCerezo @RenRiesgo a vosotros las manchas os quedan divinas y a mi me han potado un arcoiris en la cara con mucho odio, no es justo ;-1
@CarlosSadness Faltan las canciones que cuando estás triste te hacen llorar y a la vez reír cuando estás alegre ;0
Esperando la nueva temporada d #SuperShore2 ,vamos calentando motores con el estreno de #AcapulcoShore3 esta noche a las 22:30 @mtvspain ;1
Obviamente las preguntas tienen que ir en el e-mail, no ENCIMA del vídeo ni nada parecido, sino no podré usarlo ;-1
@hackandbeers Muy buenas amigos!  Como podemos contactar con ustedes?;10
Esperemos que todo empiece a tirar para arriba porque se necesita mucho para despegar un proyecto asi, y es el unico miedo que tengo ;-1
Me está molando bastante el rollo este del knifing, encima los tricks con balístico no se me dan nada mal ;1
Hace tres días que entre a @HawklineClan y hoy me he pegado el segundo clip 1080 desde lo alto del ala del caza https://t.co/8x4DVAFGSp;1
@EvaGelCot DONDE LO VES!!? Es mi programa favorito 😢 y sólo encuentro hasta temporada 5-6 y esos ya los tengo vistos ;1
@Formalito_soy @JaniJoplin Se nos pone sentimental  Pañuelos, por favor!;-1
"El próximo vídeo es simplemente explicando cómo participar para salir en ""Respondiendo en Verso"" especial 500.000 ";10
@Juliaa_Coutoo muchas gracias niñuca, tú tienes una gran sensibilidad por eso valoro mucho tu opinión. Feliz noche ;1
@ratgull @Vespacityman @Kellydeharo @ELpuebloMALDITO Al final ha sucumbido el maldito a nuestra dura mano ;1
@SumiEsB Yo también vi la peli y lloré lo que no está escrito  Ahora estoy leyendo el libro y me estoy echando unas risas impresionantes!;0
He probado una nueva espuma para el pelo y sí que lo deja más rizado pero se queda como efecto gomina y no me gusta. ;-1
@kindermeli tengo que estudiar así que la semana que viene a lo mejor ;10
@ClaudiaPiqueras hoy te he visto (y tu a mi) y no me has saludado, mala gente  (no te dije nada porque ibas acompañada);-1
"@lekilig estaba en momento ""odio eterno"" necesitaba compartirlo  además yo hace poco que tengo canal y no me siento NADA identificada ";-1
@lekilig un hilo fabuloso  comparto todo lo que dices ^^;1
@NiievesGiil si hubiese una opción de ''kill'' seguro que era la más votada ;0
Al final el vídeo lo subo mañana, que acabo de llegar a casa. ;10
@ivancastello Toca un tema maravilloso, porque sin dejar de ser ficción es algo que podría darse. Un Gran Hermano vol.02 ;1
@ImFebrer @MalagaCF Ninguno de los clubes lo hizo oficial pero se dice que sí ;0
@ignatiareilly una oleada de cosas homófobas días anteriores ;-1
@Zexioning Al revés  Si quiero hacer cosas me quedo en cada a ver la peli ejem.;10
@zKnowcks7 la culpa es de la gente que juega segunda no te engañes a ti mismo ;-1
@plsnomoredrama @Joseemiii @IsaMeseguerMtz @svvvdbxxy normal, con esa cara que tienes Alexia ;0
@MigueZYT yo te felicitaria pero no me quedan caracteres en este tweet con lo cual lo siento mucho sera el año que viene  no te rayes bro;-1
"Chatel con mis primos le hicimos un funeral a una lora de la casa de mis abuelos, cantando una adaptación de ""Querida"". DEP Juanga ";-1
Tengo dos orzuelos enquistados en el ojo izquierdo y me hacen la cara muy asimétrica. Me veo raro ;-1
No me llamo Laura pero te casarias conmigo?  #ElRaboDe8cho @8choOficial;10
Vamos a enfrentarnos un poquito a fotos viejas ) apuf ;-1
No hay nada como ver la semifinal masculina de La Nucía Open de Pádel mientras hago 30 min de bici estática a tope ;1
@Goonzas_ No voy ni a Vigo voy ir a Madrid? Jajajaja que vivo en Coruña tonto ;-1
@soryrahe_ @Tengo_Mas_Razon Por favor xikos eso lo hablais en privado vale? ;10
¿Soy la única que no está viendo el partido? Aunque me gustaría, la verdad ;-1
@AjaxAjaxcf no estoy convencido. P.e. Me gustaría ver a Cerny y Nouri en el 1r equipo y menos Gudelj y El Ghazi... Le doy tiempo.  (2/2);-1
Somos los españoles cómplices de que gobierne el PP NO. Son sus cerca de 8 millones de votantes, de los más de 34 millones censados ;-1
"@Maryansoy para el frio la solucion es hacer lo que dice esta frase ""sabado sabadete camisa nueva y ...."" ";1
@carlosmchef3 felicidades pareja!!! Peazo abuelo va a tener tu hijo....estará pletorico ;1
@keirzar yo lo tengo facil  mi unicovy verdadero amor es pokemon ;1
@imdariusb1tches es que que hacen tio ;0
Con un RT podrás ayudar a la asociación de robots con problemas psicomotrices de la Guardia Carmesí https://t.co/ViEV7ST79a;10
"@vigarcu @saez_cristina @muyinteresante Están comenzando a hacerse un poco visibles ahora. Y ya van por su segundo modelo ""Fairphone 2"" ";1
Final copa libertadores en BAL! la última final de Bradinho... https://t.co/RZnUVPNa5D;10
Algún día dejaré de ver a Rem en mi TL y no recordaré a Subaru lo subnormal que fue de no escogerla. ;-1
Lo siento mucho  bueno, os he dejado un vídeo de hype para el stream de mañana, que va a ser fuertesito;-1
@bensonsenora El anuncio es cutre, cutre. Joseba quien es? ;-1
@marcasgz te recuerdo que soy una persona que tiene criterio, equivocado, pero lo tengo ;0
@CesarCpi @Bl3sSuR @RetroTrainer Búscame un Zapdos de esos legales que tanto te gustan wapo  ;1
Buen amigo eres @Skyruss96, gracias por compartir tu pregunta en ese Ask 2.0 ;1
@DavidArizaAbad buenas noches, David  un abrazo!;1
@Tengo_Mas_Razon Mi país El primer tema que escuche de Nach ;10
Qué pobre soy no puedo ver los VMA ;-1
@MarinaLiaison quería poner me tenéis quemadísima pero no cabe y salen los puntitos ;-1
@EyeOfDavid__ te conocí y ya no te he vuelto a ver  me pareces super sincero y leal y me gusta hablar contigo;1
@_aitor la verdad es que tiene buena pinta. Investigaré, gracias ;1
Acabo de descubrir a Filip van der Cruyssen y sus increibles #fotografia de #retratos ...yo quiero https://t.co/2T0S6DGxnm;1
@springsteen_81 en España comemos (tragamos) de todo y con tod aquí esta trayectoria política parece normal. Saludos ;-1
@ElDesmarque_VCF Nunca había visto al Valencia el último de la Clasificación.  Que pasa con el Valencia, ya no ganamos.;-1
@HeCalledMeAC Lo sé, a pesar de saber que no debería simplemente enamorarme de una cara bonita como la tuya... Soy muy superficial ;-1
@kalvaniGH Pues yo no me crei esa expulsion, me parecio otro tongo como la de Ares, los dos mayores robados de aquella temporada ;-1
@alienmarica intenté eso el año pasado y mi móvil se hizo el loco con la alarma ;-1
@themindcamp yooooo  seria novato, pero tengo charlas en la recámara ;0
@boteroBET @naitah77 hoy tocaba ir al del oeste, por cambiar. Sí, el cambio es a mejor ;1
